Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Age,Item_Price_Per_Visibility
FDL02,20.0,Regular,0.10399676,Canned,107.4622,OUT013,1987,High,Tier 3,Supermarket Type1,1587.933,37,1032.3299207391276
FDN58,13.8,Regular,0.057104066,Snack Foods,232.6984,OUT018,2009,Medium,Tier 3,Supermarket Type2,1390.1904,15,4067.864686401837
DRK12,9.5,Low Fat,0.041971264,Soft Drinks,33.39,OUT045,2002,Small,Tier 2,Supermarket Type1,732.38,22,793.6533592144984
FDC60,5.425,Regular,0.114472403,Baking Goods,88.3514,OUT046,1997,Small,Tier 1,Supermarket Type1,2833.6448,27,771.1403242541749
FDV45,16.75,Low Fat,0.045117476,Snack Foods,187.9556,OUT049,1999,Medium,Tier 1,Supermarket Type1,2440.8228,25,4156.70259879167
FDB23,19.2,Regular,0.0,Starchy Foods,223.8062,OUT045,2002,Small,Tier 2,Supermarket Type1,5642.655,22,2238062.0
NCA29,10.5,Low Fat,0.02727641,Household,171.3106,OUT046,1997,Small,Tier 1,Supermarket Type1,3593.3226,27,6257.5991519706195
FDO20,12.85,Regular,0.152747503,Fruits and Vegetables,252.0382,OUT018,2009,Medium,Tier 3,Supermarket Type2,4037.4112,15,1648.9520276952119
NCH55,13.384736495388667,Low Fat,0.060706749,Household,127.502,OUT019,1985,Small,Tier 1,Grocery Store,379.506,39,2096.8396123265857
FDO32,6.36,Low Fat,0.120788077,Fruits and Vegetables,45.706,OUT045,2002,Small,Tier 2,Supermarket Type1,838.908,22,378.08525980606015
FDS59,11.346936274509805,Regular,0.076851759,Breads,111.857,OUT019,1985,Small,Tier 1,Grocery Store,109.857,39,1453.5990009013308
FDR59,14.5,Regular,0.063810405,Breads,263.2594,OUT013,1987,High,Tier 3,Supermarket Type1,2878.2534,37,4119.194675733944
FDS55,7.02,Low Fat,0.081328781,Fruits and Vegetables,150.0734,OUT045,2002,Small,Tier 2,Supermarket Type1,4454.202,22,1843.0019233617163
FDT21,7.42,Low Fat,0.020387989,Snack Foods,247.1092,OUT035,2004,Small,Tier 2,Supermarket Type1,4233.1564,20,12061.17398833043
NCR38,17.25,Low Fat,0.113518466,Household,253.5724,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.448,27,2231.788624922994
FDJ22,18.75,Low Fat,0.052917345,Snack Foods,190.6504,OUT045,2002,Small,Tier 2,Supermarket Type1,1342.2528,22,3596.0005164347626
FDB57,20.25,Regular,0.018911474,Fruits and Vegetables,220.5772,OUT017,2007,Small,Tier 2,Supermarket Type1,2446.1492,17,11602.319735965764
FDR52,12.65,Regular,0.075981306,Frozen Foods,192.3846,OUT013,1987,High,Tier 3,Supermarket Type1,1910.846,37,2528.671103516546
NCO41,12.5,Low Fat,0.018848862,Health and Hygiene,96.7384,OUT046,1997,Small,Tier 1,Supermarket Type1,2167.8448,27,5105.235343420623
FDG47,12.8,Low Fat,0.116527666,Starchy Foods,261.4252,OUT010,1998,Small,Tier 3,Grocery Store,262.3252,26,2241.5367550954848
FDB44,6.655,Low Fat,0.0,Fruits and Vegetables,212.4586,OUT017,2007,Small,Tier 2,Supermarket Type1,2743.7618,17,2124586.0
FDY14,10.3,Low Fat,0.070040195,Dairy,263.0226,OUT046,1997,Small,Tier 1,Supermarket Type1,4229.1616,27,3749.9553572669706
NCN55,14.6,Low Fat,0.059827007,Others,239.2538,OUT017,2007,Small,Tier 2,Supermarket Type1,3605.307,17,3992.4203122642184
FDV48,9.195,Regular,0.051827123,Baking Goods,77.4644,OUT018,2009,Medium,Tier 3,Supermarket Type2,1414.1592,15,1491.790716000191
FDA21,13.65,Low Fat,0.03595391,Snack Foods,185.2924,OUT035,2004,Small,Tier 2,Supermarket Type1,3146.5708,20,5139.314986918201
FDZ27,7.935,Low Fat,0.017182935,Dairy,51.235,OUT049,1999,Medium,Tier 1,Supermarket Type1,848.895,25,2964.484909536488
FDW58,20.75,Low Fat,0.007546808,Snack Foods,104.1622,OUT013,1987,High,Tier 3,Supermarket Type1,1693.7952,37,13621.657559598723
FDH45,15.1,Regular,0.105831117,Fruits and Vegetables,41.6796,OUT049,1999,Medium,Tier 1,Supermarket Type1,784.3124,25,393.4594591313523
FDH38,12.305705009276435,Low Fat,0.018275994,Canned,115.2808,OUT019,1985,Small,Tier 1,Grocery Store,117.1808,39,6273.445670476383
FDL43,10.1,Low Fat,0.027064381,Meat,76.367,OUT046,1997,Small,Tier 1,Supermarket Type1,765.67,27,2811.2917426684603
FDD38,12.305705009276435,Regular,0.0,Canned,100.3674,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.6132,39,1003674.0
FDV02,16.75,Low Fat,0.06063976,Dairy,173.0106,OUT049,1999,Medium,Tier 1,Supermarket Type1,3593.3226,25,2848.391234999941
NCF31,9.13,Low Fat,0.051847425,Household,152.8024,OUT046,1997,Small,Tier 1,Supermarket Type1,1214.4192,27,2941.4817000072667
NCN05,8.235,Low Fat,0.014518575,Health and Hygiene,182.195,OUT018,2009,Medium,Tier 3,Supermarket Type2,2380.235,15,12463.253087253715
FDZ16,16.85,Regular,0.159722816,Frozen Foods,194.1478,OUT013,1987,High,Tier 3,Supermarket Type1,5812.434,37,1214.768985174182
NCT18,13.384736495388667,Low Fat,0.05911748,Household,181.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,4165.2448,39,3066.621544854661
NCP50,17.35,Low Fat,0.020555958,Others,79.4618,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.3596,20,3846.9191310323154
FDW13,12.305705009276435,Low Fat,0.171383506,Canned,50.5324,OUT019,1985,Small,Tier 1,Grocery Store,207.7296,39,294.67790330808845
NCS53,14.5,Low Fat,0.090286009,Health and Hygiene,159.9604,OUT017,2007,Small,Tier 2,Supermarket Type1,2218.4456,17,1769.747351052971
DRG03,14.5,Low Fat,0.061986574,Dairy,153.0998,OUT046,1997,Small,Tier 1,Supermarket Type1,4921.5936,27,2465.90832987499
DRE60,9.395,Low Fat,0.160235723,Soft Drinks,227.872,OUT017,2007,Small,Tier 2,Supermarket Type1,1584.604,17,1421.217902887431
FDK21,7.905,Low Fat,0.010032624,Snack Foods,248.3408,OUT045,2002,Small,Tier 2,Supermarket Type1,751.0224,22,24509.0314216732
FDF52,12.867061281337046,Low Fat,0.116928924,Frozen Foods,183.3292,OUT019,1985,Small,Tier 1,Grocery Store,364.8584,39,1566.528971931759
NCN43,13.853284671532847,Low Fat,0.011835436,Others,121.373,OUT019,1985,Small,Tier 1,Grocery Store,246.346,39,10169.129975645634
FDW13,8.5,Low Fat,0.097884718,Canned,52.5324,OUT046,1997,Small,Tier 1,Supermarket Type1,1194.4452,27,536.128501181174
FDW14,8.3,Regular,0.038204311,Dairy,87.7198,OUT035,2004,Small,Tier 2,Supermarket Type1,1831.6158,20,2290.07643552184
FDG24,7.975,Low Fat,0.014631149,Baking Goods,84.525,OUT046,1997,Small,Tier 1,Supermarket Type1,416.125,27,5737.8416306833915
FDR19,13.5,Regular,0.160044589,Fruits and Vegetables,145.4102,OUT045,2002,Small,Tier 2,Supermarket Type1,3499.4448,22,907.9932135577808
NCG06,13.384736495388667,Low Fat,0.02930277,Household,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,5926.2858,39,8712.26078359284
FDK10,5.785,Regular,0.040351229,Snack Foods,181.366,OUT035,2004,Small,Tier 2,Supermarket Type1,1977.426,20,4483.572056611679
DRK12,9.5,Low Fat,0.042123243,Soft Drinks,32.09,OUT017,2007,Small,Tier 2,Supermarket Type1,432.77,17,760.0079415974752
FDY55,16.75,Low Fat,0.081485126,Fruits and Vegetables,258.0988,OUT045,2002,Small,Tier 2,Supermarket Type1,8994.958,22,3163.552140619357
FDV04,12.867061281337046,Regular,0.149288779,Frozen Foods,158.4288,OUT027,1985,Medium,Tier 3,Supermarket Type3,2985.4472,39,1060.5133870195164
FDE23,17.6,Regular,0.0,Starchy Foods,46.006,OUT046,1997,Small,Tier 1,Supermarket Type1,326.242,27,460060.0
FDI08,18.2,Regular,0.066567121,Fruits and Vegetables,250.2092,OUT018,2009,Medium,Tier 3,Supermarket Type2,2988.1104,15,3753.11242253884
DRA12,11.6,Low Fat,0.068535039,Soft Drinks,143.0154,OUT010,1998,Small,Tier 3,Grocery Store,283.6308,26,2083.708293660327
FDF22,6.865,Low Fat,0.057062186,Snack Foods,212.0218,OUT018,2009,Medium,Tier 3,Supermarket Type2,2350.9398,15,3709.126869290828
FDQ57,7.275,Low Fat,0.027991093,Snack Foods,145.976,OUT049,1999,Medium,Tier 1,Supermarket Type1,3515.424,25,5196.522613057456
FDP07,18.2,Low Fat,0.089901774,Fruits and Vegetables,197.511,OUT046,1997,Small,Tier 1,Supermarket Type1,392.822,27,2194.5234101718925
DRE37,13.5,Low Fat,0.0,Soft Drinks,189.1872,OUT035,2004,Small,Tier 2,Supermarket Type1,1890.872,20,1891871.9999999998
DRF25,9.0,Low Fat,0.038892859,Soft Drinks,36.119,OUT013,1987,High,Tier 3,Supermarket Type1,1098.57,37,926.2978126328206
DRF03,19.1,Low Fat,0.045270426,Dairy,38.8138,OUT013,1987,High,Tier 3,Supermarket Type1,731.0484,37,855.4867878031384
FDN51,17.85,Regular,0.020942867,Meat,260.2936,OUT035,2004,Small,Tier 2,Supermarket Type1,4175.8976,20,12369.68327557267
FDD21,10.3,Regular,0.030693756,Fruits and Vegetables,114.2176,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.8344,15,3709.115575248437
NCY42,6.38,Low Fat,0.015162573,Household,145.147,OUT046,1997,Small,Tier 1,Supermarket Type1,3006.087,27,9509.995464067559
FDH28,12.867061281337046,Regular,0.0,Frozen Foods,37.0506,OUT027,1985,Medium,Tier 3,Supermarket Type3,986.7156,39,370506.0
NCZ29,15.0,Low Fat,0.119461188,Health and Hygiene,126.3362,OUT010,1998,Small,Tier 3,Grocery Store,503.3448,26,1056.6656463801614
FDN60,15.1,Low Fat,0.095158081,Baking Goods,159.2604,OUT046,1997,Small,Tier 1,Supermarket Type1,2852.2872,27,1671.8833544421286
NCW06,16.2,Low Fat,0.050545502,Household,191.6162,OUT018,2009,Medium,Tier 3,Supermarket Type2,1731.7458,15,3783.4791330531184
NCS30,5.945,Low Fat,0.093405156,Household,129.3652,OUT018,2009,Medium,Tier 3,Supermarket Type2,4391.6168,15,1383.5087339996521
FDW26,11.8,Regular,0.179191782,Dairy,224.2772,OUT010,1998,Small,Tier 3,Grocery Store,667.1316,26,1250.9061904465873
FDQ01,19.7,Regular,0.160951491,Canned,256.1014,OUT049,1999,Medium,Tier 1,Supermarket Type1,3060.0168,25,1590.183353223349
FDH27,13.42606890459364,Low Fat,0.102157958,Dairy,145.0128,OUT019,1985,Small,Tier 1,Grocery Store,143.8128,39,1418.107723215048
NCX41,19.0,Low Fat,0.017791458,Health and Hygiene,211.9244,OUT018,2009,Medium,Tier 3,Supermarket Type2,2117.244,15,11845.004470848602
FDH58,12.3,Low Fat,0.036997104,Snack Foods,115.9834,OUT049,1999,Medium,Tier 1,Supermarket Type1,2073.3012,25,3126.481247700629
DRB25,12.3,Low Fat,0.116261335,Soft Drinks,107.0938,OUT010,1998,Small,Tier 3,Grocery Store,214.3876,26,920.3555459380043
FDG45,8.1,Low Fat,0.12829573,Fruits and Vegetables,210.4902,OUT045,2002,Small,Tier 2,Supermarket Type1,5309.755,22,1639.386294232682
FDP11,15.85,Low Fat,0.069100548,Breads,216.6166,OUT046,1997,Small,Tier 1,Supermarket Type1,4136.6154,27,3130.272898994962
FDV19,14.85,Regular,0.035257037,Fruits and Vegetables,161.2578,OUT046,1997,Small,Tier 1,Supermarket Type1,4171.9028,27,4560.840321546175
FDT32,19.0,Regular,0.065633934,Fruits and Vegetables,186.5214,OUT046,1997,Small,Tier 1,Supermarket Type1,2261.0568,27,2837.5207240753302
NCU53,5.485,Low Fat,0.042743728,Health and Hygiene,166.2842,OUT035,2004,Small,Tier 2,Supermarket Type1,1989.4104,20,3881.179527607868
NCA30,19.0,Low Fat,0.129309277,Household,188.8872,OUT035,2004,Small,Tier 2,Supermarket Type1,3592.6568,20,1459.6109674579204
FDH20,16.1,Regular,0.0,Fruits and Vegetables,98.441,OUT017,2007,Small,Tier 2,Supermarket Type1,868.869,17,984410.0
DRD25,6.135,Low Fat,0.0,Soft Drinks,114.286,OUT046,1997,Small,Tier 1,Supermarket Type1,2376.906,27,1142860.0
FDK25,11.6,Regular,0.156802171,Breakfast,168.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,4379.6324,20,1071.0329814365668
FDF02,16.2,Low Fat,0.103634038,Canned,101.399,OUT049,1999,Medium,Tier 1,Supermarket Type1,1031.99,25,977.4901464840307
FDC04,15.6,Low Fat,0.045055587,Dairy,242.3854,OUT049,1999,Medium,Tier 1,Supermarket Type1,2416.854,25,5367.783171548627
FDH21,10.395,Low Fat,0.031199028,Seafood,159.4604,OUT013,1987,High,Tier 3,Supermarket Type1,316.9208,37,5094.739683289845
DRG03,14.5,Low Fat,0.062239081,Dairy,154.2998,OUT018,2009,Medium,Tier 3,Supermarket Type2,1691.7978,15,2475.1696291448375
NCY06,15.25,Low Fat,0.06153089,Household,132.2968,OUT017,2007,Small,Tier 2,Supermarket Type1,1696.4584,17,2146.598888966231
FDM08,10.1,Regular,0.053692878,Fruits and Vegetables,222.9088,OUT045,2002,Small,Tier 2,Supermarket Type1,5145.3024,22,4143.834802815347
NCD31,12.1,Low Fat,0.01545846,Household,166.0526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3617.9572,25,10672.817232553865
FDU09,12.987879554655873,Regular,0.06627464,Snack Foods,54.1956,OUT027,1985,Medium,Tier 3,Supermarket Type3,3002.758,39,816.5106432215678
FDB49,8.3,Regular,0.030274175,Baking Goods,98.5384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1872.2296,15,3244.1506641744177
FDQ58,7.315,Low Fat,0.015332872,Snack Foods,154.034,OUT045,2002,Small,Tier 2,Supermarket Type1,612.536,22,9980.90310086159
FDJ58,15.6,Regular,0.10589167,Snack Foods,172.6764,OUT017,2007,Small,Tier 2,Supermarket Type1,2920.1988,17,1629.150668160998
NCN30,13.384736495388667,Low Fat,0.016910914,Household,96.641,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.656,39,5681.117428493261
FDA52,16.2,Regular,0.128621941,Frozen Foods,175.537,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74,25,1363.6913694457112
NCN42,13.384736495388667,Low Fat,0.014153743,Household,145.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,3825.6868,39,10217.793319270595
FDF04,17.5,Low Fat,0.013637046,Frozen Foods,258.5304,OUT046,1997,Small,Tier 1,Supermarket Type1,6199.9296,27,18819.94134692422
FDY15,18.25,Regular,0.171523928,Dairy,155.863,OUT018,2009,Medium,Tier 3,Supermarket Type2,2346.945,15,908.1659056305949
FDT03,12.81734421364985,Low Fat,0.009950343,Meat,185.5608,OUT027,1985,Medium,Tier 3,Supermarket Type3,3307.6944,39,18463.131059308125
DRL59,11.400327868852456,Low Fat,0.037160705,Hard Drinks,54.2298,OUT019,1985,Small,Tier 1,Grocery Store,161.7894,39,1455.4152960873926
FDW08,12.1,Low Fat,0.148986013,Fruits and Vegetables,106.528,OUT018,2009,Medium,Tier 3,Supermarket Type2,1171.808,15,714.5405384205962
FDO50,16.25,Low Fat,0.078103689,Canned,91.1804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,37,1165.9347681156064
FDP26,7.785,Low Fat,0.140121306,Dairy,102.5306,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.8978,15,731.2055701435273
FDX01,10.1,Low Fat,0.040446145,Canned,118.115,OUT010,1998,Small,Tier 3,Grocery Store,116.515,26,2913.1006165937597
FDU22,12.35,Low Fat,0.093824276,Snack Foods,119.9124,OUT017,2007,Small,Tier 2,Supermarket Type1,2014.7108,17,1276.6923005081242
FDQ08,15.7,Regular,0.018926773,Fruits and Vegetables,60.2536,OUT035,2004,Small,Tier 2,Supermarket Type1,1163.8184,20,3166.7797792090123
NCN54,20.35,Low Fat,0.021322439,Household,79.1328,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.7248,20,3693.9211263479388
FDR01,12.305705009276435,Regular,0.05336162,Canned,200.1742,OUT027,1985,Medium,Tier 3,Supermarket Type3,6171.3002,39,3744.2599008410148
FDB53,12.867061281337046,Low Fat,0.138777108,Frozen Foods,147.5392,OUT027,1985,Medium,Tier 3,Supermarket Type3,5219.872,39,1062.3723529726728
DRN47,12.1,Low Fat,0.016823566,Hard Drinks,178.566,OUT035,2004,Small,Tier 2,Supermarket Type1,3775.086,20,10551.32233951166
FDR39,20.35,Low Fat,0.083799283,Meat,184.1292,OUT046,1997,Small,Tier 1,Supermarket Type1,2189.1504,27,2194.6456920257588
NCL30,18.1,Low Fat,0.048940428,Household,127.5336,OUT046,1997,Small,Tier 1,Supermarket Type1,1789.6704,27,2600.580892156977
FDT02,12.6,Low Fat,0.02429329,Dairy,33.4874,OUT018,2009,Medium,Tier 3,Supermarket Type2,105.8622,15,1372.8119495156252
FDT25,7.5,Low Fat,0.050829881,Canned,122.7072,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.0864,25,2409.3360830746883
FDH53,20.5,Regular,0.0,Frozen Foods,83.2592,OUT017,2007,Small,Tier 2,Supermarket Type1,1155.8288,17,832592.0
DRB48,16.75,Regular,0.024994069,Soft Drinks,37.4822,OUT017,2007,Small,Tier 2,Supermarket Type1,549.9508,17,1493.6676869741611
FDX16,17.85,Low Fat,0.110152524,Frozen Foods,150.205,OUT010,1998,Small,Tier 3,Grocery Store,149.805,26,1362.3724387479783
FDH48,13.5,Low Fat,0.060603014,Baking Goods,85.554,OUT045,2002,Small,Tier 2,Supermarket Type1,1731.08,22,1409.3863609474154
FDF20,12.85,Low Fat,0.033192524,Fruits and Vegetables,199.0768,OUT013,1987,High,Tier 3,Supermarket Type1,3153.2288,37,5979.624734970529
FDJ03,12.35,Regular,0.121174241,Dairy,47.8692,OUT010,1998,Small,Tier 3,Grocery Store,49.2692,26,394.718611349627
DRJ35,10.1,Low Fat,0.046848053,Hard Drinks,60.6878,OUT017,2007,Small,Tier 2,Supermarket Type1,363.5268,17,1292.6585049224511
NCN17,11.0,Low Fat,0.05489331,Health and Hygiene,101.9358,OUT013,1987,High,Tier 3,Supermarket Type1,1105.8938,37,1853.6036474254777
FDN09,14.15,Low Fat,0.034868095,Snack Foods,243.7828,OUT035,2004,Small,Tier 2,Supermarket Type1,6579.4356,20,6971.577948412688
NCR30,20.6,Low Fat,0.070933894,Household,74.8696,OUT013,1987,High,Tier 3,Supermarket Type1,223.7088,37,1053.9982504689945
FDW23,5.765,Low Fat,0.0821398,Baking Goods,37.2164,OUT049,1999,Medium,Tier 1,Supermarket Type1,579.246,25,452.5351472158249
DRN35,8.01,Low Fat,0.117580062,Hard Drinks,36.6532,OUT010,1998,Small,Tier 3,Grocery Store,71.9064,26,311.4648257068389
FDL08,10.8,Low Fat,0.049819857,Fruits and Vegetables,243.2144,OUT045,2002,Small,Tier 2,Supermarket Type1,1225.072,22,4872.097289862028
DRL35,15.7,Low Fat,0.030877303,Hard Drinks,42.177,OUT017,2007,Small,Tier 2,Supermarket Type1,735.709,17,1361.5452578295794
NCS42,8.6,Low Fat,0.069524391,Household,91.8146,OUT049,1999,Medium,Tier 1,Supermarket Type1,2371.5796,25,1318.7131503958144
NCY29,13.14231395348837,Low Fat,0.076860103,Health and Hygiene,55.993,OUT027,1985,Medium,Tier 3,Supermarket Type3,1471.418,39,727.5587975759336
FDO32,6.36,Low Fat,0.121034655,Fruits and Vegetables,47.506,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.938,15,392.1751376598216
NCU17,5.32,Low Fat,0.092865746,Health and Hygiene,100.6674,OUT035,2004,Small,Tier 2,Supermarket Type1,2648.5524,20,1082.8439971858022
FDY03,12.81734421364985,Regular,0.075753207,Meat,111.1202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3150.5656,39,1464.937402053416
NCI30,13.384736495388667,Low Fat,0.103188491,Household,244.346,OUT019,1985,Small,Tier 1,Grocery Store,246.346,39,2365.6653092163
FDI04,12.867061281337046,Regular,0.072559351,Frozen Foods,199.3426,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.1094,39,2743.522991280228
FDC35,7.435,Low Fat,0.122735471,Starchy Foods,205.2638,OUT013,1987,High,Tier 3,Supermarket Type1,3520.0846,37,1671.0466311477733
FDN38,6.615,Regular,0.091971856,Canned,251.6408,OUT046,1997,Small,Tier 1,Supermarket Type1,6008.1792,27,2733.091423724531
FDJ48,11.3,Low Fat,0.056434817,Baking Goods,247.8118,OUT046,1997,Small,Tier 1,Supermarket Type1,2964.1416,27,4383.3484063457745
FDH57,10.895,Low Fat,0.035740763,Fruits and Vegetables,131.9284,OUT035,2004,Small,Tier 2,Supermarket Type1,659.142,20,3680.9595822499646
FDI40,11.5,Regular,0.125602951,Frozen Foods,100.8358,OUT046,1997,Small,Tier 1,Supermarket Type1,2111.2518,27,802.1752806741985
FDF50,12.305705009276435,Low Fat,0.116762173,Canned,198.9768,OUT027,1985,Medium,Tier 3,Supermarket Type3,4729.8432,39,1702.6621608345413
FDA07,7.55,Regular,0.030918873,Fruits and Vegetables,123.9072,OUT013,1987,High,Tier 3,Supermarket Type1,1102.5648,37,3994.5745288682797
FDZ60,20.5,Low Fat,0.119848041,Baking Goods,109.4596,OUT018,2009,Medium,Tier 3,Supermarket Type2,431.4384,15,912.5584635433937
FDW38,5.325,Regular,0.139464425,Dairy,53.2298,OUT017,2007,Small,Tier 2,Supermarket Type1,1240.3854,17,381.3994862945912
NCF55,6.675,Low Fat,0.021666335,Household,33.3874,OUT046,1997,Small,Tier 1,Supermarket Type1,1235.059,27,1533.9008611233817
FDR37,16.5,Regular,0.066249551,Breakfast,183.3292,OUT046,1997,Small,Tier 1,Supermarket Type1,2006.7212,27,2763.0812452672058
FDZ33,10.195,Low Fat,0.107564024,Snack Foods,149.0076,OUT049,1999,Medium,Tier 1,Supermarket Type1,1182.4608,25,1384.0054872925798
FDV01,19.2,Regular,0.085122855,Canned,155.4314,OUT045,2002,Small,Tier 2,Supermarket Type1,3568.0222,22,1823.8229639220606
FDI02,15.7,Regular,0.115031783,Canned,114.1202,OUT018,2009,Medium,Tier 3,Supermarket Type2,787.6414,15,991.2136946580598
DRH25,18.7,Low Fat,0.014580886,Soft Drinks,50.2324,OUT013,1987,High,Tier 3,Supermarket Type1,623.1888,37,3421.619103915118
NCY29,13.65,Low Fat,0.077548732,Health and Hygiene,55.093,OUT018,2009,Medium,Tier 3,Supermarket Type2,452.744,15,709.5157716162063
FDR04,12.867061281337046,Low Fat,0.022457694,Frozen Foods,98.6068,OUT027,1985,Medium,Tier 3,Supermarket Type3,2430.17,39,4371.31561408715
FDR44,6.11,Regular,0.103129612,Fruits and Vegetables,129.5968,OUT045,2002,Small,Tier 2,Supermarket Type1,2348.9424,22,1255.4227172722494
FDJ41,6.85,Low Fat,0.023012718,Frozen Foods,262.0594,OUT017,2007,Small,Tier 2,Supermarket Type1,1569.9564,17,11338.320313517432
FDL43,12.81734421364985,Low Fat,0.026933321,Meat,78.467,OUT027,1985,Medium,Tier 3,Supermarket Type3,3292.381,39,2902.603050509407
FDB21,7.475,Low Fat,0.149360698,Fruits and Vegetables,243.4854,OUT017,2007,Small,Tier 2,Supermarket Type1,1691.7978,17,1629.0931546432364
NCU42,9.0,Low Fat,0.019586115,Household,170.2474,OUT018,2009,Medium,Tier 3,Supermarket Type2,4211.185,15,8648.09537077275
FDY21,15.1,Low Fat,0.0,Snack Foods,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,3142.576,37,1952110.0
FDK58,11.35,Regular,0.0,Snack Foods,101.5016,OUT046,1997,Small,Tier 1,Supermarket Type1,202.4032,27,1015015.9999999999
DRD13,15.0,Low Fat,0.049155769,Soft Drinks,65.2168,OUT049,1999,Medium,Tier 1,Supermarket Type1,958.752,25,1324.0438901684795
FDU35,6.44,Low Fat,0.0,Breads,98.27,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88,27,982699.9999999999
FDX23,6.445,Low Fat,0.049697923,Baking Goods,95.0436,OUT010,1998,Small,Tier 3,Grocery Store,94.5436,26,1908.5856251474584
FDQ39,14.8,Low Fat,0.081206491,Meat,189.2846,OUT045,2002,Small,Tier 2,Supermarket Type1,1719.7614,22,2328.037991456303
FDR31,13.224769381746812,Regular,0.048924811,Fruits and Vegetables,147.4102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3207.8244,39,3006.8489198255143
FDS28,8.18,Regular,0.082386011,Frozen Foods,56.6588,OUT035,2004,Small,Tier 2,Supermarket Type1,687.1056,20,686.8898048664277
DRN36,15.2,Low Fat,0.050279604,Soft Drinks,94.1752,OUT045,2002,Small,Tier 2,Supermarket Type1,2109.2544,22,1869.3120334967302
FDX60,12.277108208955225,Low Fat,0.080203852,Baking Goods,77.996,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.464,39,971.2610050138067
NCB54,8.76,Low Fat,0.050335829,Health and Hygiene,126.2336,OUT017,2007,Small,Tier 2,Supermarket Type1,1406.1696,17,2502.8556584248868
FDC15,18.1,Low Fat,0.178694026,Dairy,158.9288,OUT018,2009,Medium,Tier 3,Supermarket Type2,1571.288,15,888.8932340502249
NCP17,13.14231395348837,Low Fat,0.027580163,Health and Hygiene,62.2168,OUT027,1985,Medium,Tier 3,Supermarket Type3,1661.8368,39,2247.7035268903583
FDY39,5.305,Regular,0.04710181,Meat,181.8608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4594.02,25,3852.8353044088776
FDH33,12.85,Low Fat,0.121914662,Snack Foods,43.5428,OUT049,1999,Medium,Tier 1,Supermarket Type1,615.1992,25,356.86530853152715
FDG09,13.224769381746812,Regular,0.047704151,Fruits and Vegetables,187.2556,OUT027,1985,Medium,Tier 3,Supermarket Type3,4506.1344,39,3917.141003089878
FDO10,12.987879554655873,Regular,0.01268995,Snack Foods,56.4588,OUT027,1985,Medium,Tier 3,Supermarket Type3,973.3996,39,4414.3096728290575
FDD39,13.42606890459364,Low Fat,0.06981517,Dairy,214.385,OUT027,1985,Medium,Tier 3,Supermarket Type3,4327.7,39,3066.358846012961
FDJ09,15.0,Low Fat,0.058513255,Snack Foods,46.9744,OUT045,2002,Small,Tier 2,Supermarket Type1,679.116,22,801.4296424929822
DRQ35,9.3,Low Fat,0.042357203,Hard Drinks,123.2388,OUT049,1999,Medium,Tier 1,Supermarket Type1,1857.582,25,2902.6594144696714
FDV38,19.25,Low Fat,0.101932076,Dairy,54.5956,OUT049,1999,Medium,Tier 1,Supermarket Type1,764.3384,25,535.0827126167657
FDJ60,19.35,Regular,0.062476391,Baking Goods,164.5184,OUT013,1987,High,Tier 3,Supermarket Type1,1651.184,37,2629.080989985505
FDJ15,11.35,Regular,0.023454399,Dairy,181.9608,OUT017,2007,Small,Tier 2,Supermarket Type1,1653.8472,17,7725.130240003152
FDR08,18.7,Low Fat,0.037681448,Fruits and Vegetables,111.0886,OUT049,1999,Medium,Tier 1,Supermarket Type1,222.3772,25,2940.2949299349243
FDZ55,6.055,Low Fat,0.025408702,Fruits and Vegetables,160.892,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88,27,6307.337786140589
FDL10,8.395,Low Fat,0.039572298,Snack Foods,100.9042,OUT045,2002,Small,Tier 2,Supermarket Type1,1686.4714,22,2543.442278034915
